class,DatasetRef,License,Link,ObjectMaskPath,RealDataPath,subset_tag,dataGTPath,dataPath,AR
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0/masks/joined_masks/masks.png,BBBC038/942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0/images/942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0.png,gray,srcDataset/00016_gt.png,srcDataset/00016.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/3b75fc03a1d12b29bd2870eb1f6fdb44174dbd1118dfc11c31f127bd87bd27ef/masks/joined_masks/masks.png,BBBC038/3b75fc03a1d12b29bd2870eb1f6fdb44174dbd1118dfc11c31f127bd87bd27ef/images/3b75fc03a1d12b29bd2870eb1f6fdb44174dbd1118dfc11c31f127bd87bd27ef.png,gray,srcDataset/00017_gt.png,srcDataset/00017.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/cfabf7379c5591d40aa4a20c86b4197c6a25ab55887a9fca4f06c2dfc0f0e973/masks/joined_masks/masks.png,BBBC038/cfabf7379c5591d40aa4a20c86b4197c6a25ab55887a9fca4f06c2dfc0f0e973/images/cfabf7379c5591d40aa4a20c86b4197c6a25ab55887a9fca4f06c2dfc0f0e973.png,gray,srcDataset/00018_gt.png,srcDataset/00018.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/74a7785530687a11ecd073e772f90912d9967d02407a192bfab282c35f55ab94/masks/joined_masks/masks.png,BBBC038/74a7785530687a11ecd073e772f90912d9967d02407a192bfab282c35f55ab94/images/74a7785530687a11ecd073e772f90912d9967d02407a192bfab282c35f55ab94.png,color,srcDataset/00019_gt.png,srcDataset/00019.png,0.8
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/e66f25e175abab08ecb4e5f6859db64a211e0ddffb262d7e727b9d9bd4aad2d2/masks/joined_masks/masks.png,BBBC038/e66f25e175abab08ecb4e5f6859db64a211e0ddffb262d7e727b9d9bd4aad2d2/images/e66f25e175abab08ecb4e5f6859db64a211e0ddffb262d7e727b9d9bd4aad2d2.png,gray,srcDataset/00020_gt.png,srcDataset/00020.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/1400420310c9094361a8a243545187f1d4c2365e081b3bb08c5fa29c7491a55b/masks/joined_masks/masks.png,BBBC038/1400420310c9094361a8a243545187f1d4c2365e081b3bb08c5fa29c7491a55b/images/1400420310c9094361a8a243545187f1d4c2365e081b3bb08c5fa29c7491a55b.png,gray,srcDataset/00021_gt.png,srcDataset/00021.png,0.8
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/3a508d2dc03db46e7f97a2a30eabb62ab2886f3cedfea303de8f6a42e50d20eb/masks/joined_masks/masks.png,BBBC038/3a508d2dc03db46e7f97a2a30eabb62ab2886f3cedfea303de8f6a42e50d20eb/images/3a508d2dc03db46e7f97a2a30eabb62ab2886f3cedfea303de8f6a42e50d20eb.png,gray,srcDataset/00022_gt.png,srcDataset/00022.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/e4537e7893e631f3ba6ae5b1023e24b233c78249a31c2f5e561f6c4cad88fcf6/masks/joined_masks/masks.png,BBBC038/e4537e7893e631f3ba6ae5b1023e24b233c78249a31c2f5e561f6c4cad88fcf6/images/e4537e7893e631f3ba6ae5b1023e24b233c78249a31c2f5e561f6c4cad88fcf6.png,gray,srcDataset/00023_gt.png,srcDataset/00023.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/2c83c86dd4e5dacc024b55629375567fb8e320a82ef86f541cfe54764040fc25/masks/joined_masks/masks.png,BBBC038/2c83c86dd4e5dacc024b55629375567fb8e320a82ef86f541cfe54764040fc25/images/2c83c86dd4e5dacc024b55629375567fb8e320a82ef86f541cfe54764040fc25.png,gray,srcDataset/00024_gt.png,srcDataset/00024.png,0.7471264367816092
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/c901794d1a421d52e5734500c0a2a8ca84651fb93b19cec2f411855e70cae339/masks/joined_masks/masks.png,BBBC038/c901794d1a421d52e5734500c0a2a8ca84651fb93b19cec2f411855e70cae339/images/c901794d1a421d52e5734500c0a2a8ca84651fb93b19cec2f411855e70cae339.png,gray,srcDataset/00025_gt.png,srcDataset/00025.png,0.7492795389048992
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/8f6597cd978c060378177df76e554d0578b97eab471e237dbe0adc0dd0d93d63/masks/joined_masks/masks.png,BBBC038/8f6597cd978c060378177df76e554d0578b97eab471e237dbe0adc0dd0d93d63/images/8f6597cd978c060378177df76e554d0578b97eab471e237dbe0adc0dd0d93d63.png,gray,srcDataset/00026_gt.png,srcDataset/00026.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/2dec81a678ddcac2b110acffe82427d857695180bd841e3f9736a554acf832af/masks/joined_masks/masks.png,BBBC038/2dec81a678ddcac2b110acffe82427d857695180bd841e3f9736a554acf832af/images/2dec81a678ddcac2b110acffe82427d857695180bd841e3f9736a554acf832af.png,gray,srcDataset/00027_gt.png,srcDataset/00027.png,0.7471264367816092
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/2ad489c11ed8b77a9d8a2339ac64ffc38e79281c03a2507db4688fd3186c0fe5/masks/joined_masks/masks.png,BBBC038/2ad489c11ed8b77a9d8a2339ac64ffc38e79281c03a2507db4688fd3186c0fe5/images/2ad489c11ed8b77a9d8a2339ac64ffc38e79281c03a2507db4688fd3186c0fe5.png,gray,srcDataset/00028_gt.png,srcDataset/00028.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/1d5f4717e179a03675a5aac3fc1c862fb442ddc3e373923016fd6b1430da889b/masks/joined_masks/masks.png,BBBC038/1d5f4717e179a03675a5aac3fc1c862fb442ddc3e373923016fd6b1430da889b/images/1d5f4717e179a03675a5aac3fc1c862fb442ddc3e373923016fd6b1430da889b.png,gray,srcDataset/00029_gt.png,srcDataset/00029.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/50a7ea80dd73232a17f98b5c83f62ec89989e892fe25b79b36f99b3872a7d182/masks/joined_masks/masks.png,BBBC038/50a7ea80dd73232a17f98b5c83f62ec89989e892fe25b79b36f99b3872a7d182/images/50a7ea80dd73232a17f98b5c83f62ec89989e892fe25b79b36f99b3872a7d182.png,gray,srcDataset/00030_gt.png,srcDataset/00030.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/3a22fe593d9606d4f137461dd6802fd3918f9fbf36f4a65292be69670365e2ca/masks/joined_masks/masks.png,BBBC038/3a22fe593d9606d4f137461dd6802fd3918f9fbf36f4a65292be69670365e2ca/images/3a22fe593d9606d4f137461dd6802fd3918f9fbf36f4a65292be69670365e2ca.png,gray,srcDataset/00031_gt.png,srcDataset/00031.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/9e4f8ec60a0d622a02c0e16eedcc0101f88ddefbcec2383946c4572b57a1e43a/masks/joined_masks/masks.png,BBBC038/9e4f8ec60a0d622a02c0e16eedcc0101f88ddefbcec2383946c4572b57a1e43a/images/9e4f8ec60a0d622a02c0e16eedcc0101f88ddefbcec2383946c4572b57a1e43a.png,gray,srcDataset/00032_gt.png,srcDataset/00032.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/5ba4facefc949c920d7054813a3e846b000969da2ed860148bdfd18456f59bcc/masks/joined_masks/masks.png,BBBC038/5ba4facefc949c920d7054813a3e846b000969da2ed860148bdfd18456f59bcc/images/5ba4facefc949c920d7054813a3e846b000969da2ed860148bdfd18456f59bcc.png,gray,srcDataset/00033_gt.png,srcDataset/00033.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/9c95eae11da041189e84cda20bdfb75716a6594684de4b6ce12a9aaadbb874c9/masks/joined_masks/masks.png,BBBC038/9c95eae11da041189e84cda20bdfb75716a6594684de4b6ce12a9aaadbb874c9/images/9c95eae11da041189e84cda20bdfb75716a6594684de4b6ce12a9aaadbb874c9.png,gray,srcDataset/00034_gt.png,srcDataset/00034.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/e5aeb5b3577abbebe8982b5dd7d22c4257250ad3000661a42f38bf9248d291fd/masks/joined_masks/masks.png,BBBC038/e5aeb5b3577abbebe8982b5dd7d22c4257250ad3000661a42f38bf9248d291fd/images/e5aeb5b3577abbebe8982b5dd7d22c4257250ad3000661a42f38bf9248d291fd.png,gray,srcDataset/00035_gt.png,srcDataset/00035.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/751f421d322940d6efe3bd570a66ecda16d08a1b90bc32a6d7ae1af89856fd49/masks/joined_masks/masks.png,BBBC038/751f421d322940d6efe3bd570a66ecda16d08a1b90bc32a6d7ae1af89856fd49/images/751f421d322940d6efe3bd570a66ecda16d08a1b90bc32a6d7ae1af89856fd49.png,gray,srcDataset/00036_gt.png,srcDataset/00036.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/c00ae67f72816daee468474026e30705003b2d3501f123579a4f0a6366b66aa1/masks/joined_masks/masks.png,BBBC038/c00ae67f72816daee468474026e30705003b2d3501f123579a4f0a6366b66aa1/images/c00ae67f72816daee468474026e30705003b2d3501f123579a4f0a6366b66aa1.png,gray,srcDataset/00037_gt.png,srcDataset/00037.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db/masks/joined_masks/masks.png,BBBC038/b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db/images/b4de1e3eec159d8af1bd5447696f8996c31709edaf33e26ba9613816705847db.png,gray,srcDataset/00038_gt.png,srcDataset/00038.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca/masks/joined_masks/masks.png,BBBC038/06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca/images/06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca.png,gray,srcDataset/00039_gt.png,srcDataset/00039.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/9a71a416f98971aa14f63ef91242654cc9191a1414ce8bbd38066fe94559aa4f/masks/joined_masks/masks.png,BBBC038/9a71a416f98971aa14f63ef91242654cc9191a1414ce8bbd38066fe94559aa4f/images/9a71a416f98971aa14f63ef91242654cc9191a1414ce8bbd38066fe94559aa4f.png,gray,srcDataset/00040_gt.png,srcDataset/00040.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/4d4ebfcae4374165ea6ae7c7e18fd0ba5014c3c860ee2489c59e25ddd45e7a32/masks/joined_masks/masks.png,BBBC038/4d4ebfcae4374165ea6ae7c7e18fd0ba5014c3c860ee2489c59e25ddd45e7a32/images/4d4ebfcae4374165ea6ae7c7e18fd0ba5014c3c860ee2489c59e25ddd45e7a32.png,gray,srcDataset/00041_gt.png,srcDataset/00041.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/abc781c8721fe04b877a7e324494eb75aa5bce94950a0e4e4d7d6ffc9e74da62/masks/joined_masks/masks.png,BBBC038/abc781c8721fe04b877a7e324494eb75aa5bce94950a0e4e4d7d6ffc9e74da62/images/abc781c8721fe04b877a7e324494eb75aa5bce94950a0e4e4d7d6ffc9e74da62.png,gray,srcDataset/00042_gt.png,srcDataset/00042.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/30f65741053db713b3f328d31d3234b6fedbe31df65c1a8ea29be28146cab789/masks/joined_masks/masks.png,BBBC038/30f65741053db713b3f328d31d3234b6fedbe31df65c1a8ea29be28146cab789/images/30f65741053db713b3f328d31d3234b6fedbe31df65c1a8ea29be28146cab789.png,gray,srcDataset/00043_gt.png,srcDataset/00043.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/a815a986800a95de0957116c6585deea8ffb6ee09ad00ccc687306937ac698d0/masks/joined_masks/masks.png,BBBC038/a815a986800a95de0957116c6585deea8ffb6ee09ad00ccc687306937ac698d0/images/a815a986800a95de0957116c6585deea8ffb6ee09ad00ccc687306937ac698d0.png,gray,srcDataset/00044_gt.png,srcDataset/00044.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/bf7691b0a79811fa068b7408cbce636a73f01ef9e971a95da1a2d96df73782b6/masks/joined_masks/masks.png,BBBC038/bf7691b0a79811fa068b7408cbce636a73f01ef9e971a95da1a2d96df73782b6/images/bf7691b0a79811fa068b7408cbce636a73f01ef9e971a95da1a2d96df73782b6.png,gray,srcDataset/00045_gt.png,srcDataset/00045.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/5bb8508ff8ec8683fc6a8aa6bd470f6feb3af4eccdca07f51a1ebc9dad67cfb8/masks/joined_masks/masks.png,BBBC038/5bb8508ff8ec8683fc6a8aa6bd470f6feb3af4eccdca07f51a1ebc9dad67cfb8/images/5bb8508ff8ec8683fc6a8aa6bd470f6feb3af4eccdca07f51a1ebc9dad67cfb8.png,gray,srcDataset/00046_gt.png,srcDataset/00046.png,0.7471264367816092
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/317832f90f02c5e916b2ac0f3bcb8da9928d8e400b747b2c68e544e56adacf6b/masks/joined_masks/masks.png,BBBC038/317832f90f02c5e916b2ac0f3bcb8da9928d8e400b747b2c68e544e56adacf6b/images/317832f90f02c5e916b2ac0f3bcb8da9928d8e400b747b2c68e544e56adacf6b.png,gray,srcDataset/00047_gt.png,srcDataset/00047.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/308084bdd358e0bd3dc7f2b409d6f34cc119bce30216f44667fc2be43ff31722/masks/joined_masks/masks.png,BBBC038/308084bdd358e0bd3dc7f2b409d6f34cc119bce30216f44667fc2be43ff31722/images/308084bdd358e0bd3dc7f2b409d6f34cc119bce30216f44667fc2be43ff31722.png,gray,srcDataset/00048_gt.png,srcDataset/00048.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/1609b1b8480ee52652a644403b3f7d5511410a016750aa3b9a4c8ddb3e893e8e/masks/joined_masks/masks.png,BBBC038/1609b1b8480ee52652a644403b3f7d5511410a016750aa3b9a4c8ddb3e893e8e/images/1609b1b8480ee52652a644403b3f7d5511410a016750aa3b9a4c8ddb3e893e8e.png,gray,srcDataset/00049_gt.png,srcDataset/00049.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/5488e8df5440ee5161fdfae3aeccd2ee396636430065c90e3f1f73870a975991/masks/joined_masks/masks.png,BBBC038/5488e8df5440ee5161fdfae3aeccd2ee396636430065c90e3f1f73870a975991/images/5488e8df5440ee5161fdfae3aeccd2ee396636430065c90e3f1f73870a975991.png,gray,srcDataset/00050_gt.png,srcDataset/00050.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/be771d6831e3f8f1af4696bc08a582f163735db5baf9906e4729acc6a05e1187/masks/joined_masks/masks.png,BBBC038/be771d6831e3f8f1af4696bc08a582f163735db5baf9906e4729acc6a05e1187/images/be771d6831e3f8f1af4696bc08a582f163735db5baf9906e4729acc6a05e1187.png,color,srcDataset/00051_gt.png,srcDataset/00051.png,0.8
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/cbca32daaae36a872a11da4eaff65d1068ff3f154eedc9d3fc0c214a4e5d32bd/masks/joined_masks/masks.png,BBBC038/cbca32daaae36a872a11da4eaff65d1068ff3f154eedc9d3fc0c214a4e5d32bd/images/cbca32daaae36a872a11da4eaff65d1068ff3f154eedc9d3fc0c214a4e5d32bd.png,color,srcDataset/00052_gt.png,srcDataset/00052.png,0.8
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/ebc18868864ad075548cc1784f4f9a237bb98335f9645ee727dac8332a3e3716/masks/joined_masks/masks.png,BBBC038/ebc18868864ad075548cc1784f4f9a237bb98335f9645ee727dac8332a3e3716/images/ebc18868864ad075548cc1784f4f9a237bb98335f9645ee727dac8332a3e3716.png,color,srcDataset/00053_gt.png,srcDataset/00053.png,0.8
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/45c3bdef1819ba7029990e159f61543ed25781d13fb4dc5d4de52e803debd7d3/masks/joined_masks/masks.png,BBBC038/45c3bdef1819ba7029990e159f61543ed25781d13fb4dc5d4de52e803debd7d3/images/45c3bdef1819ba7029990e159f61543ed25781d13fb4dc5d4de52e803debd7d3.png,gray,srcDataset/00054_gt.png,srcDataset/00054.png,0.7471264367816092
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/ee927e8255096971ddae1bd975cf80c4ad7c847c82d0b5f5dd2ddfe5407007ee/masks/joined_masks/masks.png,BBBC038/ee927e8255096971ddae1bd975cf80c4ad7c847c82d0b5f5dd2ddfe5407007ee/images/ee927e8255096971ddae1bd975cf80c4ad7c847c82d0b5f5dd2ddfe5407007ee.png,gray,srcDataset/00055_gt.png,srcDataset/00055.png,1.0
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/589f86dee5b480a88dd4f77eeaffe2c4d70aefdf879a4096dde1fa4d41055b8f/masks/joined_masks/masks.png,BBBC038/589f86dee5b480a88dd4f77eeaffe2c4d70aefdf879a4096dde1fa4d41055b8f/images/589f86dee5b480a88dd4f77eeaffe2c4d70aefdf879a4096dde1fa4d41055b8f.png,color,srcDataset/00056_gt.png,srcDataset/00056.png,0.8
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/ea94ba4b01d1bd5f7768d10e0ac547743791033df545c71fcec442d0cb5cb5e7/masks/joined_masks/masks.png,BBBC038/ea94ba4b01d1bd5f7768d10e0ac547743791033df545c71fcec442d0cb5cb5e7/images/ea94ba4b01d1bd5f7768d10e0ac547743791033df545c71fcec442d0cb5cb5e7.png,color,srcDataset/00057_gt.png,srcDataset/00057.png,0.8
Microscopy,BBBC038,CC0,https://data.broadinstitute.org/bbbc/BBBC038/stage1_train.zip,BBBC038/63d981a107091e1e3059102ce08870744dde173afe324bc2274c17d42f661778/masks/joined_masks/masks.png,BBBC038/63d981a107091e1e3059102ce08870744dde173afe324bc2274c17d42f661778/images/63d981a107091e1e3059102ce08870744dde173afe324bc2274c17d42f661778.png,gray,srcDataset/00058_gt.png,srcDataset/00058.png,1.0
